Location,Latitude,Longitude
"77433, CYPRESS, TX",29.9691116,-95.6971686
"T1X 1A1, CHESTERMERE, AB",51.051808,-113.815184
"V0A 1H0, GOLDEN, BC",51.30060227941176,-116.96839908529412
"02128, BOSTON, MA",42.37651095035692,-71.03089532286356
"62263, NASHVILLE, IL",38.34063742202643,-89.38862810748898
"59036, HARLOWTON, MT",46.434925,-109.835441
"55726, CROMWELL, MN",46.6807803,-92.8840939
"33440, CLEWISTON, FL",26.7542312,-80.9336753
"02766, NORTON, MA",41.96131870566038,-71.17930658113208
"02067, SHARON, MA",42.11425430943396,-71.1953371773585
"38010, BRADEN, TN",35.378106,-89.563975
"33811, LAKELAND, FL",28.0394654,-81.9498042
"75601, LONGVIEW, TX",32.50940451285324,-94.73256440537831
"54481, STEVENS POINT, WI",44.5234467,-89.5844457
"76651, ITALY, TX",32.183015658576515,-96.88298605679717
"89027, MESQUITE, NV",36.807634008276864,-114.07314058693127
"93608, CANTUA CREEK, CA",36.50134,-120.3162666
"74354, MIAMI, OK",36.874593863553116,-94.86394135366301
"01432, AYER, MA",42.5616618,-71.58774222857143
"01060, NORTHAMPTON, MA",42.32164731616379,-72.6339748625
SALINAS VICTORIA,26.1216805,-100.3270876995874
"74116, TULSA, OK",36.175791888043484,-95.82670459673912
"01430, ASHBURNHAM, MA",42.6228416875,-71.92147264375
"01069, PALMER, MA",42.16584544285714,-72.33319383571428
"90038, LOS ANGELES, CA",34.08903309126214,-118.33087775048544
"R7C 1A7, BRANDON, MB",49.8869838,-99.9616015
"94801, RICHMOND, CA",37.92680872911738,-122.38175768967243
"63147, SAINT LOUIS, MO",38.6280278,-90.1910154
"76018, ARLINGTON, TX",32.661638864992156,-97.09277071428572
"75019, COPPELL, TX",32.96773434677419,-96.98714013473946
"78629, GONZALES, TX",29.49920222128378,-97.45422816081081
"62526, DECATUR, IL",39.87621119176346,-88.95317450147834
"27809, BATTLEBORO, NC",36.0490424,-77.7491431
"34758, KISSIMMEE, FL",28.2918995,-81.4075838
"61821, CHAMPAIGN, IL",40.1104289226158,-88.27486231485014
QUERETARO,20.8052225,-99.8837376
"56711, ANGLE INLET, MN",49.3430199,-95.0636673
"T2H 2T9, CALGARY, AB",51.13099658636703,-114.02416962020037
"51503, COUNCIL BLUFFS, IA",41.258841,-95.8519484
"17013, CARLISLE, PA",40.20081368046959,-77.19939497620064
"87105, ALBUQUERQUE, NM",35.0841034,-106.650985
"17038, JONESTOWN, PA",40.402419742466044,-76.54029873450799
"H3L 2B8, MONTREAL, QC",45.549462,-73.6546859
"79761, ODESSA, TX",31.855176049209934,-102.35235605801354
"79602, ABILENE, TX",32.39943290324786,-99.7109714251282
"88240, HOBBS, NM",32.72323430132626,-103.1473138254642
"53805, BOSCOBEL, WI",43.14812333665158,-90.70516337420814
"95203, STOCKTON, CA",37.9577016,-121.290779
"02916, RUMFORD, RI",41.8453781,-71.3519985
"56601, BEMIDJI, MN",47.49422481217949,-94.85912604126602
"66083, SPRING HILL, KS",38.7430646,-94.8255166
37980 San Jose Iturbide,21.0012598,-100.38447904075608
"37912, KNOXVILLE, TN",35.99927310181984,-83.99794217929937
"92407, SAN BERNARDINO, CA",34.2381431,-117.65631541138225
"M9W 1G6, ETOBICOKE, ON",43.7020557,-79.5691033
"75074, PLANO, TX",33.02793113212121,-96.68603715575757
"75093, PLANO, TX",33.038279883857946,-96.8090983615012
LAREDO Terminal,27.68071515,-99.4633160704418
"53090, WEST BEND, WI",43.4252776,-88.1834277
"79901, EL PASO, TX",31.757241806122448,-106.48304714693877
"75167, WAXAHACHIE, TX",32.39508667919545,-96.90540461495327
"66061, OLATHE, KS",38.89703108050491,-94.82848672615708
"M1X 1N5, SCARBOROUGH, ON",43.836518,-79.2496035
"60084, WAUCONDA, IL",42.2589122,-88.1392474
"33031, HOMESTEAD, FL",25.4718946,-80.4759905
TENNESSEE - 379,33.362608618130025,-101.55097310379709
"34777, WINTER GARDEN, FL",28.5656649,-81.5856742
"VANCOUVER, BC",49.2608724,-123.113952
"91776, SAN GABRIEL, CA",34.0990995,-118.1085554
"92879, CORONA, CA",33.873884465686274,-117.55364883823529
"91504, BURBANK, CA",34.194086109016396,-118.32811387049182
"61201, ROCK ISLAND, IL",41.487250726287556,-90.56960606577253
"92614, IRVINE, CA",33.6856969,-117.825981
"78589, SAN JUAN, TX",26.19620359409722,-98.1524253625
"02777, SWANSEA, MA",41.75233810909091,-71.22456243896104
"49321, COMSTOCK PARK, MI",43.0342874,-85.6655303
"22603, WINCHESTER, VA",39.1852184,-78.1652404
"02238, CAMBRIDGE, MA",42.3608878,-71.0964889
"V3S 0L5, SURREY, BC",49.0986282,-122.7280131
"43502, ARCHBOLD, OH",41.52099222711864,-84.3057967519774
"99801, JUNEAU, AK",58.35099560913706,-134.5349627060914
"37310, CHARLESTON, TN",35.2858415,-84.7575018
"T0M 0A0, ACME, AB",51.49587691621622,-113.5095014972973
"73128, OKLAHOMA CITY, OK",35.45307863719298,-97.60897408456141
"77662, VIDOR, TX",30.14708282704918,-94.00919861871584
"T2G 1V7, CALGARY, AB",51.13099658636703,-114.02416962020037
"88353, VAUGHN, NM",34.59902363333333,-105.20208335
"75251, DALLAS, TX",32.91840966953125,-96.77205616953125
"87102, ALBUQUERQUE, NM",35.0858871828479,-106.64777904983819
"07114, NEWARK, NJ",40.71304734137931,-74.17393257873563
64020 Monterrey Nuevo León,25.63103256531994,-100.28441747626256
"88901, THE LAKES, NV",36.1376097,-115.2973215
"T1C 1W7, MEDICINE HAT, AB",50.04303,-110.679016
"S0A 2P0, MELVILLE, SK",50.93633035882353,-102.81130580588236
"01607, WORCESTER, MA",42.219708527777776,-71.79726104444444
"36901, BELLAMY, AL",32.4490275,-88.1336339
"49931, HOUGHTON, MI",47.121872,-88.569012
"18106, ALLENTOWN, PA",40.6022059,-75.4712794
"44223, CUYAHOGA FALLS, OH",41.1362729,-81.4828123
"19462, PLYMOUTH MEETING, PA",40.102332,-75.2743467
"44028, COLUMBIA STATION, OH",41.3131066,-81.9468057
"55024, FARMINGTON, MN",44.66478729939229,-93.16223629024518
"02492, NEEDHAM, MA",42.27492341122994,-71.2373256262032
"55362, MONTICELLO, MN",45.29350423100189,-93.82348969565217
"64850, NEOSHO, MO",36.8665201,-94.3701651
"90201, BELL, CA",33.969565340279544,-118.1814268188056
"T2C 4S9, CALGARY, AB",51.13099658636703,-114.02416962020037
"61602, PEORIA, IL",40.68901163965517,-89.59515043017242
"46268, INDIANAPOLIS, IN",39.8921966992746,-86.22605257461097
"J0K 1A0, BERTHIERVILLE, QC",46.08233940103093,-73.19044988041237
"50658, NASHUA, IA",42.9527536,-92.5362956
"12953, MALONE, NY",44.83355547022402,-74.2849258294761
"74079, STROUD, OK",35.749288311926605,-96.66316237247706
"72904, FORT SMITH, AR",35.404578738164254,-94.38819182463767
"93380, BAKERSFIELD, CA",35.3738712,-119.019463
"78211, SAN ANTONIO, TX",29.357792585843374,-98.5467176439759
"02090, WESTWOOD, MA",42.2134862942029,-71.1837245115942
"80221, DENVER, CO",39.7392364,-104.984862
"98032, KENT, WA",47.386576446327396,-122.26610881416504
"12302, SCHENECTADY, NY",42.85830462850915,-73.95417730401046
"G0M 1Y0, SAINT-PROSPER-DE-, QC",46.243225519999996,-70.47227132
"64060, KEARNEY, MO",39.35344373058823,-94.37115056941177
"VERNON, BC",50.2668671,-119.2718157
"70809, BATON ROUGE, LA",30.399502965873015,-91.07057506444444
"77803, BRYAN, TX",30.67616112466997,-96.37718464026402
"N7M 5J4, CHATHAM, ON",42.40922466666667,-82.16362923333334
"03229, CONTOOCOOK, NH",43.2224096,-71.7135465
"54023, ROBERTS, WI",44.9838558,-92.5560301
"38611, BYHALIA, MS",34.8723179,-89.6906396
"47561, OAKTOWN, IN",38.8711562,-87.4414083
"72002, ALEXANDER, AR",34.6295373,-92.4412674
"66219, SHAWNEE MISSION, KS",39.00811865,-94.7658428
"28144, SALISBURY, NC",35.684811114431675,-80.46949570893997
"66046, LAWRENCE, KS",38.94009978052503,-95.24166206992267
"75119, ENNIS, TX",32.334514916761876,-96.61977607575241
"07606, SOUTH HACKENSACK, NJ",40.864812888,-74.04731545466666
"60441, LOCKPORT, IL",41.60523768,-88.0160087569697
"P6A 3T2, SAULT STE MARIE, ON",46.582127944958856,-84.28713292402828
"60120, ELGIN, IL",42.037650282358975,-88.26497474358975
"68106, OMAHA, NE",41.240134816600786,-95.99820327180501
"68521, LINCOLN, NE",40.86218239590117,-96.70877304662059
"68847, KEARNEY, NE",40.6993475,-99.07423246197831
"68128, LA VISTA, NE",41.1832679,-96.0324044
"75253, DALLAS, TX",32.68246796232558,-96.60453107348836
"92881, CORONA, CA",33.83611695586854,-117.54647257089202
"33880, WINTER HAVEN, FL",28.0222435,-81.7328568
"22153, SPRINGFIELD, VA",38.7791227,-77.1861196
"95070, SARATOGA, CA",37.278682004514366,-122.00260777428181
"94577, SAN LEANDRO, CA",37.7249296,-122.1560768
"V3W 3E9, SURREY, BC",49.151141,-122.8779641
"50501, FORT DODGE, IA",42.5044017,-94.1910044
"62048, HARTFORD, IL",38.828518814035085,-90.09441157017544
"38632, HERNANDO, MS",34.817269593510815,-90.00999221597338
"13088, LIVERPOOL, NY",43.106456,-76.217705
"13211, SYRACUSE, NY",43.0481221,-76.1474244
ALABAMA - 369,37.04433136280087,-88.55992921833214
"79907, EL PASO, TX",31.694850092156862,-106.3234829009804
"19148, PHILADELPHIA, PA",39.91905544352159,-75.15832185066445
"13790, JOHNSON CITY, NY",42.1157038,-75.9587873
"53027, HARTFORD, WI",43.306377171096344,-88.36300158272425
"44023, CHAGRIN FALLS, OH",41.436589,-81.3855058
"28020, CASAR, NC",35.5123517,-81.6173159
"T4A 2E6, AIRDRIE, AB",51.28185266470589,-113.97948830588236
"WEYBURN, SK",49.6651238,-103.854034
"92377, RIALTO, CA",34.15228350594966,-117.40368230983982
"R2C 2Z2, SPRINGFIELD, MB",49.918413,-96.9861016
"T0G 2A3, SLAVE LAKE, AB",55.2810741,-114.7717876
"T2H 2G7, CALGARY, AB",51.13099658636703,-114.02416962020037
"51521, AVOCA, IA",41.486449764646466,-95.33252635454545
"67732, BREWSTER, KS",39.3634441,-101.3763998
"34142, IMMOKALEE, FL",26.4257905,-81.4256005
"33334, FORT LAUDERDALE, FL",26.1223084,-80.1433786
#0328 CANADIAN TIRE,43.46621465,-80.4598598620681
"18704, KINGSTON, PA",41.2620137,-75.897197
"72117, NORTH LITTLE ROCK, AR",34.769536,-92.2670941
"66451, LYNDON, KS",38.6100099,-95.684429
"50211, NORWALK, IA",41.47133082526316,-93.68027061543859
"75134, LANCASTER, TX",32.62038407757576,-96.7768564769697
"52002, DUBUQUE, IA",42.50771244334204,-90.74332024360314
"52146, HARPERS FERRY, IA",43.2006041,-91.1525407
"50613, CEDAR FALLS, IA",42.5361805,-92.447758
"17517, DENVER, PA",40.2331483,-76.1371684
"47633, POSEYVILLE, IN",38.1700444,-87.7830825
"60176, SCHILLER PARK, IL",41.9558637,-87.8708965
"02494, NEEDHAM, MA",42.29702892553192,-71.2316374361702
"N0B 2T0, WELLESLEY, ON",43.47785485,-80.766021925
"24019, ROANOKE, VA",37.3407842899841,-79.94861228585056
"V3M 3M1, DELTA, BC",49.1698081,-122.9603199
"89118, LAS VEGAS, NV",36.1672559,-115.148516
"94720, BERKELEY, CA",37.87292245625,-122.2557252
"54311, GREEN BAY, WI",44.5126379,-88.0125794
"85296, GILBERT, AZ",33.33470122871607,-111.74155757649544
"08016, BURLINGTON, NJ",40.06657712789559,-74.84674948809135
"59405, GREAT FALLS, MT",47.5048851,-111.29189
"60104, BELLWOOD, IL",41.882441546222225,-87.87201052577778
"13209, SYRACUSE, NY",43.0481221,-76.1474244
"S0H 0V0, CHAPLIN, SK",50.461848,-106.64566
"V1S 1A1, KAMLOOPS, BC",50.6758269,-120.339415
"S7L 7M8, SASKATOON, SK",52.1690489,-106.6742356
"87109, ALBUQUERQUE, NM",35.14315323173432,-106.57731908413284
"02702, ASSONET, MA",41.7959352,-71.0678212
"33801, LAKELAND, FL",28.0443251,-81.9549598
"77503, PASADENA, TX",29.677482292901235,-95.16346076574074
"41048, HEBRON, KY",39.065813,-84.7027575
"53150, MUSKEGO, WI",42.90268953220486,-88.12460578805941
"49423, HOLLAND, MI",42.7876022,-86.1090828
"59102, BILLINGS, MT",45.79063630384771,-108.57036770606184
"53177, STURTEVANT, WI",42.6980749,-87.8945229
"R5H 1A1, STE ANNE, MB",49.6713809,-96.6546736
"T6E 3P2, EDMONTON, AB",53.5462055,-113.491241
"71854, TEXARKANA, AR",33.43697570853278,-94.01802128720084
"T0K 0G0, BOW ISLAND, AB",49.868018246153845,-111.37632407692308
"V0J 3A0, VANDERHOOF, BC",54.01149434285715,-123.996681
"T1M 1N1, COALDALE, AB",49.719145960000006,-112.61832302
"44202, AURORA, OH",41.32270418613139,-81.36052732846716
"44146, BEDFORD, OH",41.40368171564987,-81.52592706419098
"90744, WILMINGTON, CA",33.7800164,-118.262509
"12958, MOOERS, NY",44.9599303086331,-73.57815980195272
"14036, CORFU, NY",42.9600595,-78.4055767
"54848, LADYSMITH, WI",45.47265433359375,-91.0998353018229
"48187, CANTON, MI",42.32967537318966,-83.47434785293103
"60013, CARY, IL",42.21651295935484,-88.24094648387097
"53511, BELOIT, WI",42.52501492705984,-89.03409089592367
"68733, EMERSON, NE",42.27874275,-96.72634309191267
"V6W 1J8, RICHMOND, BC",49.1669784,-122.98648
CALIFORNIA,36.7014631,-118.755997
"T0G 0P0, CLYDE, AB",54.1463324,-113.6349041
"56393, SAINT CLOUD, MN",45.5616075,-94.1642004
"K1A 0Y9, NEPEAN, ON",45.35869146,-75.73119376
"01503, BERLIN, MA",42.3813665,-71.6372642
"57101, SIOUX FALLS, SD",43.5476008,-96.7293629
"01844, METHUEN, MA",42.74668770429293,-71.1710115
"44483, WARREN, OH",41.25258217744755,-80.81111546923077
"54634, HILLSBORO, WI",43.6508619,-90.3399082
"L4N 4Y8, BARRIE, ON",44.3581283,-79.6837872
"08837, EDISON, NJ",40.531562810094634,-74.3384950511041
"56678, SOLWAY, MN",47.5199538,-95.1291755
"53716, MADISON, WI",43.068433823294505,-89.31715859916805
"L1N 9V9, WHITBY, ON",43.8577173,-78.910573
"37771, LENOIR CITY, TN",35.7972998,-84.2560299
"29040, DALZELL, SC",34.016597000000004,-80.43574963242425
"G0R 2V0, SAINTE-CLAIRE, QC",46.6000558,-70.85884305
"60061, VERNON HILLS, IL",42.2204892,-87.9803604
"S7J 4C8, SASKATOON, SK",52.09036914,-106.66170758
"05482, SHELBURNE, VT",44.386838056058274,-73.14112128789365
"77979, PORT LAVACA, TX",28.6149968,-96.6260892
"91340, SAN FERNANDO, CA",34.28497,-118.437652
"T6V 1B1, EDMONTON, AB",53.5462055,-113.491241
"R0H 0G0, EDWIN, MB",49.8893971,-98.5146749
"T1C 1S7, MEDICINE HAT, AB",50.04303,-110.679016
"53048, LOMIRA, WI",43.58465140097088,-88.44633714757282
"V3M 6K8, DELTA, BC",49.1622304,-122.967424
"20706, LANHAM, MD",38.9670551,-76.8619166
"46407, GARY, IN",41.581849846686744,-87.3360787557229
"V0E 1B0, ARMSTRONG, BC",50.44393851666667,-119.1937160886111
"T2G 4M6, CALGARY, AB",51.03134684,-114.031492
"83676, WILDER, ID",43.665693910809566,-116.91195764858688
"H2K 1A1, MONTREAL, QC",45.53012496666667,-73.56716221666666
"02062, NORWOOD, MA",42.18901690625,-71.201495940625
"T0L 1A0, GRANUM, AB",49.872969,-113.5079124
"17402, YORK, PA",39.95145779911246,-76.67398003115254
"L6V 1X4, BRAMPTON, ON",43.6987486,-79.75171615
"T0A 1A0, ELK POINT, AB",53.8999368,-110.8999785
"27203, ASHEBORO, NC",35.7100653257732,-79.81476473891753
"14103, MEDINA, NY",43.2202828,-78.3866445
"43025, HEBRON, OH",39.95264501005917,-82.48919898816568
"R3J 3T3, WINNIPEG, MB",49.8999008,-97.20783645
"92555, MORENO VALLEY, CA",33.937517,-117.2305944
"T0P 1J0, ANZAC, AB",56.4525903,-111.0482383
"40245, LOUISVILLE, KY",38.268426894917276,-85.48744344757824
"28110, MONROE, NC",35.02525384977728,-80.60539837016827
JUAREZ,31.6904,-106.4245
"95336, MANTECA, CA",37.7986184,-121.2117148
"99224, SPOKANE, WA",47.617955104975124,-117.48663046517413
"76401, STEPHENVILLE, TX",32.21801612169576,-98.21329795286783
"76528, GATESVILLE, TX",31.42443144349515,-97.73729069145631
"77904, VICTORIA, TX",28.859309180363034,-96.99481539125412
"18069, OREFIELD, PA",40.6348182,-75.5843529
"V3S 4N7, SURREY, BC",49.1038507,-122.700591
"06374, PLAINFIELD, CT",41.68728459490255,-71.91655525189906
"85017, PHOENIX, AZ",33.51583743025785,-112.12436753630008
"86401, KINGMAN, AZ",35.19891784183835,-113.9960502028526
"06854, NORWALK, CT",41.094743751037505,-73.42998569311652
"02048, MANSFIELD, MA",42.0156404828125,-71.2255280546875
"32669, NEWBERRY, FL",29.6463535,-82.6065023
"32736, EUSTIS, FL",28.8256558,-81.7185356
"60481, WILMINGTON, IL",41.296533711904765,-88.14787428673469
"01460, LITTLETON, MA",42.54538878867925,-71.48542899433963
"60433, JOLIET, IL",41.497586883333334,-88.04781285416666
"93960, SOLEDAD, CA",36.4245368875,-121.3257910875
"53220, MILWAUKEE, WI",42.968021323557444,-87.99174974549202
"23434, SUFFOLK, VA",36.73846497955336,-76.59474729051506
"24502, LYNCHBURG, VA",37.35623017844778,-79.22072509220088
"SPARWOOD, BC",49.7332695,-114.885847
"52802, DAVENPORT, IA",41.51286633348416,-90.61576084072398
"74127, TULSA, OK",36.162257489373815,-96.03017428311195
"FARGO, ND",46.877229,-96.789821
"14572, WAYLAND, NY",42.559931702715545,-77.58369180790902
"24517, ALTAVISTA, VA",37.12822786277701,-79.27206204501384
ARIZONA - 860,33.4362045,-111.810825
"55413, MINNEAPOLIS, MN",44.99957971178437,-93.25581609569578
"28217, CHARLOTTE, NC",35.16590410759378,-80.89733886395243
"58059, MAPLETON, ND",46.876308146666666,-97.05150326666666
"43160, WASHINGTON COURT HO, OH",39.5364511,-83.4390843
"V0R 2H0, LANTZVILLE, BC",49.25052723846154,-124.07516903076923
"55720, CLOQUET, MN",46.71599023632538,-92.5327336852735
"84119, SALT LAKE CITY, UT",40.7596198,-111.886797
"T2E 9A6, CALGARY, AB",51.13099658636703,-114.02416962020037
"ST ALBERT, AB",53.633239,-113.628845
"32423, BASCOM, FL",30.927965,-85.1185405
"T0B 0L0, BLACKFOOT, AB",53.2885888,-110.174042
"43465, WALBRIDGE, OH",41.5795195,-83.4924358983687
"43123, GROVE CITY, OH",39.873864299999994,-83.03807481098963
"48116, BRIGHTON, MI",42.5316918,-83.7846458
"83687, NAMPA, ID",43.59817185,-116.479482
"44288, WINDHAM, OH",41.24030735853658,-81.06249592195122
"58103, FARGO, ND",46.85874301453901,-96.82508434397164
"91767, POMONA, CA",34.08013371232295,-117.73855315623229
"19146, PHILADELPHIA, PA",39.94076309638158,-75.17859539802632
"92105, SAN DIEGO, CA",32.74001478526139,-117.09446468665483
"T4H 1T9, OLDS, AB",51.800144239999995,-114.09765168
"57104, SIOUX FALLS, SD",43.5476008,-96.7293629
"L5N 8E1, MISSISSAUGA, ON",43.596688480000005,-79.7847329
"77041, HOUSTON, TX",29.7589382,-95.3676974
"T2C 2S4, CALGARY, AB",50.975218175,-113.94241385
A,-25.1076701,-64.3494964
"75203, DALLAS, TX",32.744404369303204,-96.80608517062147
"GRAND FORKS, BC",49.0312269,-118.4392039
"93012, CAMARILLO, CA",34.21170382424243,-119.01242456666668
"90720, LOS ALAMITOS, CA",33.8038865,-118.0772433
"48060, PORT HURON, MI",42.9760854,-82.4333742
"L5S 1A1, MISSISSAUGA, ON",43.698696975,-79.660772675
"46231, INDIANAPOLIS, IN",39.746080745199414,-86.31837845653618
"94544, HAYWARD, CA",37.636478717307696,-122.0588222602564
"31730, CAMILLA, GA",31.2312887,-84.2103726
"31783, REBECCA, GA",31.8065688,-83.4868295
"47362, NEW CASTLE, IN",39.9289351,-85.3702477
"92708, FOUNTAIN VALLEY, CA",33.7038145,-117.9627349
"60155, BROADVIEW, IL",41.85880822764227,-87.85453524471545
"30093, NORCROSS, GA",33.9412127,-84.2135309
"51566, RED OAK, IA",41.0095189,-95.228247
"77012, HOUSTON, TX",29.72811861666667,-95.29321189191177
"45804, LIMA, OH",40.72719796813471,-84.0810144761658
"93035, OXNARD, CA",34.1976308,-119.180381
"85706, TUCSON, AZ",32.15376787916667,-110.95350885902776
"60103, BARTLETT, IL",41.98008172448718,-88.1857161874359
"63042, HAZELWOOD, MO",38.779945540441176,-90.37622289816177
"55127, SAINT PAUL, MN",44.9497487,-93.0931028
"18706, WILKES BARRE, PA",41.2464824,-75.8817316
"L8W 3N1, HAMILTON, ON",43.1884207,-79.8375714
"L7L 5S3, BURLINGTON, ON",43.3926678,-79.7561602
"22718, ELKWOOD, VA",38.5117916,-77.8558276
"42749, HORSE CAVE, KY",37.179496,-85.9069175
"84653, SALEM, UT",40.05046221111111,-111.67106873333333
"85355, WADDELL, AZ",33.5643025,-112.4447662
"80262, DENVER, CO",39.7392364,-104.984862
"37857, ROGERSVILLE, TN",36.40273525728347,-83.00993782874015
"42276, RUSSELLVILLE, KY",36.847801937878785,-86.88255511818181
"49946, LANSE, MI",40.975057,-78.1294547
"47524, DECKER, IN",38.5189362,-87.5230775
"54983, WEYAUWEGA, WI",44.320184916042784,-88.9357478631016
"33407, WEST PALM BEACH, FL",26.715364,-80.0532942
"40509, LEXINGTON, KY",38.009587425999996,-84.42768408142858
"R0E 0X0, HADASHVILLE, MB",49.6763948,-95.9065653
"48212, HAMTRAMCK, MI",42.3928151,-83.0496438
"62521, DECATUR, IL",39.827497713999996,-88.92736776545455
"S3N 0A1, YORKTON, SK",51.1945197,-102.4493605
"32025, LAKE CITY, FL",30.1894252,-82.6394803
"32693, TRENTON, FL",29.61620785883777,-82.82068794237289
"01542, ROCHDALE, MA",42.1945381,-71.9059063
"97013, CANBY, OR",45.26414650053494,-122.68502044525242
"T2E 7M1, CALGARY, AB",51.13099658636703,-114.02416962020037
CALIFORNIA - 920,33.8366,-117.9143
"79118, AMARILLO, TX",35.20729,-101.8371192
"91331, PACOIMA, CA",34.25581275,-118.42877867058823
"78942, GIDDINGS, TX",30.182342459090908,-96.93036972171717
"78753, AUSTIN, TX",30.380185225191617,-97.67370262662237
"78665, SANDY, TX",30.3607528,-98.469471
"85003, PHOENIX, AZ",33.468334051338694,-112.07868802208836
"40216, LOUISVILLE, KY",38.185133095335374,-85.83111283398918
"56379, SAUK RAPIDS, MN",45.5913275,-94.1673802
"80011, AURORA, CO",39.72732,-104.846207
"80111, ENGLEWOOD, CO",39.6482059,-104.9879641
"48117, CARLETON, MI",42.0592101,-83.3907658
"20785, HYATTSVILLE, MD",38.9529442,-76.9408647
ALBERTA,55.001251,-115.002136
"28341, FAISON, NC",35.1162764,-78.1361033
"MARKHAM, ON",43.8563707,-79.3376825
"14221, BUFFALO, NY",42.8867166,-78.8783922
"76579, TROY, TX",31.20473188618421,-97.29479664671052
"75964, NACOGDOCHES, TX",31.60067996857143,-94.68630858285714
"37160, SHELBYVILLE, TN",35.481230048396505,-86.45976100510204
"53104, BRISTOL, WI",42.54477996198994,-88.03962276914477
"30464, STILLMORE, GA",32.4429786,-82.21908935
"15825, BROOKVILLE, PA",41.16208536157205,-79.0861695021834
"76028, BURLESON, TX",32.53518909411277,-97.31235632645108
ACAPULCO DE JUAREZ,16.8680495,-99.8940182
"53588, SPRING GREEN, WI",43.1769367,-90.0680478
"54915, APPLETON, WI",44.24292879073084,-88.38744281960784
"48228, DETROIT, MI",42.3315509,-83.0466403
"19320, COATESVILLE, PA",39.97917451340024,-75.81064183311689
"30122, LITHIA SPRINGS, GA",33.7939953,-84.6604899
"31757, THOMASVILLE, GA",30.8365815,-83.9787808
"33315, FORT LAUDERDALE, FL",26.1223084,-80.1433786
"49053, GALESBURG, MI",42.2886529,-85.418056
"75211, DALLAS, TX",32.74192792582253,-96.88147606231306
"30813, GROVETOWN, GA",33.4504157,-82.1981764
"30260, MORROW, GA",33.58157701296992,-84.33024896898496
"99216, SPOKANE, WA",47.66460814895105,-117.21577177552447
"78218, SAN ANTONIO, TX",29.4246002,-98.4951405
"55303, ANOKA, MN",45.250726976538985,-93.41392632941177
"T5S 2J4, EDMONTON, AB",53.5462055,-113.491241
ANAHUAC,29.7713308,-94.6785092
"T1Y 5Y9, CALGARY, AB",51.13099658636703,-114.02416962020037
TIJUANA,32.5317397,-117.019529
"49431, LUDINGTON, MI",43.9555406,-86.4477416
"60143, ITASCA, IL",41.972423294047616,-88.01978566398809
"13795, KIRKWOOD, NY",42.06355383166496,-75.78972495081716
"T6L 5Z8, EDMONTON, AB",53.5462055,-113.491241
"90022, LOS ANGELES, CA",34.02447418821293,-118.15537295513307
"84720, CEDAR CITY, UT",37.6774238,-113.061827
"92123, SAN DIEGO, CA",32.79930669149233,-117.13670057855649
"92064, POWAY, CA",32.975204291888275,-117.04179485127611
"92711, SANTA ANA, CA",33.7654,-117.8515
"92058, OCEANSIDE, CA",33.22352390916353,-117.35127825326597
"83501, LEWISTON, ID",46.4249237120913,-117.00082749292531
MINNESOTA - 550,44.9572236,-93.1909209
"33178, MIAMI, FL",25.832286752683032,-80.36985400797306
VENUSTIANO CARRANZA,16.30898425,-92.6379347298267
"62702, SPRINGFIELD, IL",39.81914236525633,-89.64610957408894
"62690, VIRDEN, IL",39.503037974358975,-89.76699433846154
"74403, MUSKOGEE, OK",35.74781915363014,-95.3355338259589
"54665, VIROQUA, WI",43.54872642442748,-90.90266529389314
"32062, MC ALPIN, FL",30.13963235,-82.94406425
"65803, SPRINGFIELD, MO",37.25496841172161,-93.29078808626375
"54113, COMBINED LOCKS, WI",44.2658205,-88.314273
"65567, STOUTLAND, MO",37.813066000000006,-92.51588977148097
"94804, RICHMOND, CA",37.915342317817014,-122.34832558544676
"64089, SMITHVILLE, MO",39.383374133163265,-94.57210162882653
"48759, SEBEWAING, MI",43.7323467,-83.4513398
"55055, NEWPORT, MN",44.872601779416165,-92.99856363241018
"90723, PARAMOUNT, CA",33.90315689613861,-118.15594131029704
"17406, YORK, PA",40.00771232710527,-76.66661423026316
"36207, ANNISTON, AL",33.65132994568346,-85.7814240160072
"46996, WINAMAC, IN",41.0514299,-86.6030648
"20111, MANASSAS, VA",38.7509488,-77.4752667
"72901, FORT SMITH, AR",35.3880338,-94.4265011
"MAC DOUGALL, NY",42.41394723135455,-74.97037941648513
"95134, SAN JOSE, CA",37.40606085246767,-121.9375823804544
"41042, FLORENCE, KY",38.98825973242961,-84.65131512075078
"77864, MADISONVILLE, TX",30.95533135,-95.90780341875
"P7E 6T9, THUNDER BAY, ON",48.3605456,-89.2862923
"J0X 2P0, OTTER LAKE, QC",45.86054655,-76.4212988
"30542, FLOWERY BRANCH, GA",34.1851017,-83.9251809
"53072, PEWAUKEE, WI",43.07909264996852,-88.26771529967472
"46952, MARION, IN",40.57956126616541,-85.67233726428572
"32809, ORLANDO, FL",28.5421109,-81.3790304
"LAVAL, QC",45.5757802,-73.7530656
"V3M 5P8, DELTA, BC",49.180279925,-122.9293732
"WHITEHORSE, YT",60.721571,-135.054932
"R3H 0J8, WINNIPEG, MB",49.8999008,-97.20783645
"75766, JACKSONVILLE, TX",31.961407496551722,-95.26615055488506
"34482, OCALA, FL",29.1871986,-82.1400923
"SONOMA, CA",38.5110803,-122.8473388
"TROIS-RIVIERES, QC",46.3432325,-72.5428485
"BELLEVILLE, ON",44.2436328,-77.3607597
