location,latitude,longitude
"WAINWRIGHT, AB",52.823686,-110.663982
"SADDLE LAKE, AB",53.969145,-111.68872
"FALUN, AB",52.9598,-113.8253
"MYRNAM, AB",53.658988,-111.227926
"AURORA, IL",41.75717,-88.314754
"PHILADELPHIA, PA",39.952724,-75.163526
"DOVER, DE",39.1582,-75.5244
"ST ANNE, MB",49.6716,-96.654
"HOMESTEAD, FL",25.471895,-80.47599
"RED WATER, AB",53.952,-113.1089
"MACOMB, MI",42.674119,-82.902901
"KIMBERLEY, BC",49.6652,-115.9967
"MISSOULA, MT",46.870105,-113.995267
"WEST CHESTER, OH",39.3321,-84.4173
"NEOSHO, MO",36.869,-94.368
"THORSBY, AB",53.2272,-114.048
"MILLET, AB",53.0907,-113.4685
"VERMILLION, AB",53.3539,-110.8586
"DODGE CITY, KS",37.752798,-100.017079
"FORT MORGAN, CO",40.250258,-103.799951
"LANGLEY, BC",49.1042,-122.6604
"LA PORTE, IN",41.6111,-86.7227
"ALDER FLATS, AB",52.931756,-114.959071
"SPENCER, WV",38.802,-81.351
"BROOKSHIRE, TX",29.786064,-95.951066
"OMAHA, NE",41.258746,-95.938376
"QUINCY, IL",39.9356,-91.4099
"HATCH, NM",32.6654,-107.1531
"MONT-ST-HILAIRE, QC",45.562351,-73.191886
"SALINAS VICTORIA, NL",26.121681,-100.327088
"HOLDEN, AB",53.2332,-112.235
"BRETON, AB",53.112686,-114.471884
"APODACA, NL",25.781654,-100.18875
"CLANDONALD, AB",53.571536,-110.717053
"PASSAIC, NJ",41.046186,-74.317793
"SILAO, GUA",20.9521,-101.4282
"JALISCO, MEX",20.333333,-103.666667
"LAKEVILLE, MN",44.650051,-93.243279
"HOPKINS, MN",44.9244,-93.4114
"REDCLIFF, AB",50.084944,-110.784964
"FORESTBERG, AB",52.5836,-112.063
"BROWNSTOWN, MI",42.1525,-83.2663
"EVANSVILLE, WY",42.8619,-106.2708
"SERGEANT BLF, IA",42.402981,-96.358841
"REESE, MI",43.450579,-83.696353
"NEW WESTMINSTER, BC",49.206773,-122.910882
"LAFAYETTE, IN",40.4167,-86.8753
"BRIARWOOD, ND",46.7861,-96.797
"KIRKWD VRHES, NJ",39.8312,-74.9913
"MARTIN, MI",42.537,-85.6417
"OAKLAND, CA",37.804456,-122.271356
"AJAX, ON",43.850529,-79.020881
"LACHINE, QC",45.435114,-73.683799
"VULCAN, AB",50.4038,-113.2622
"CHILTON, WI",44.0289,-88.1629
"HIGHLAND, WI",43.0467,-90.3798
"SELKIRK, MB",50.146986,-96.880188
"CALEXICO, CA",32.666813,-115.496375
"ANJOU, QC",45.6123,-73.5553
"MARSHFIELD, WI",44.668852,-90.171799
"ELK GROVE, CA",38.408799,-121.371618
"MAPLETON, MN",42.165815,-95.793334
"LACOMBE, AB",54.4682,-113.7305
"MIRA LOMA, CA",33.982086,-117.515351
"LIVELY, ON",46.4366,-81.1466
"KAUKAUNA, WI",44.278043,-88.27205
"MARKESAN, WI",43.707319,-88.990069
"FILLMORE, UT",38.9639,-112.3397
"AIRDRIE, AB",51.28597,-114.01062
"MONTREAL, QC",45.503182,-73.569806
"MARSEILLES, IL",41.330867,-88.708129
"ST-LAURENT, QC",45.5023,-73.7061
"SAN DIMAS, CA",34.10654,-117.806936
"REDDEER COUNTY, AB",52.1499,-113.9063
"ATHENS, WI",45.033,-90.074
"SAN BERNARDINO, CA",34.825302,-116.083314
"INDEPENDENCE, OR",44.8512,-123.1868
"SHERWOOD PARK, AB",53.525696,-113.296631
"SHULLSBURG, WI",42.572948,-90.230885
"DETROIT LAKES, MN",46.817181,-95.845325
"PRINCETON, IL",41.3681,-89.4648
"PORTAGE LA PRAIRI, MB",49.9731,-98.2925
"CERRITOS, CA",33.864429,-118.053932
"BURBANK, CA",34.181209,-118.307201
"INDIAN HEAD, SK",50.533333,-103.666667
"OTTAWA, ON",45.420878,-75.690111
"CHARLOTTE, IA",41.9603,-90.4651
"LEDUC, AB",53.260782,-113.551168
"MORINVILLE, AB",53.800928,-113.650662
"OSHAWA, ON",43.897556,-78.863532
"WOODLAND, CA",38.678611,-121.773329
"VIRGIL, IL",41.955861,-88.537305
"BLACKFALDS, AB",52.383333,-113.8
"LE GARDEUR, QC",45.75106,-73.47022
"GRAND TERRACE, CA",34.033903,-117.313654
"COBB, WI",42.9675,-90.3296
"DURAND, WI",42.435891,-89.33195
"DARLINGTON, WI",42.6831,-90.1176
"COLUMBUS, MN",45.2652,-93.0502
"VERMILION, AB",53.3539,-110.8586
"RICHMOND, UT",41.9227,-111.8136
"DENTON, TX",33.215039,-97.133052
"PINCHER CREEK, AB",49.489631,-113.947147
"SIMI VALLEY, CA",34.26774,-118.753807
"COLBY, WI",44.91,-90.3157
"WAUSAU, WI",44.959786,-89.627279
"COALINGA, CA",36.139678,-120.36015
"DENMARK TOWNSHIP, MN",44.7967,-92.8378
"PORTAGE, MI",42.201,-85.5916
"BATTLE CREEK, MI",42.319255,-85.182427
"BRANFORD, ON",41.279541,-72.815099
"PORTLAND, OR",45.520247,-122.674194
"GOODHUE, MN",44.396973,-92.717563
"HILDAGO, TX",26.1004,-98.2631
"HOLLAND LANDING, ON",44.10151,-79.491477
"GRANDE PRAIRIE, AB",55.17108,-118.794987
"STRATFORD, WI",44.8011,-90.0793
"PINE RIVER, WI",45.1672,-89.5281
"COLUSA, CA",39.146558,-122.220956
"TBA, TX",31.169621,-99.683617
"LEVIS, QC",46.7583,-71.2397
"SPENCER, IA",41.0171,-95.2214
"SAINT HUBERT, QC",45.5037,-73.4292
"STEINBACH, MB",49.5303,-96.6912
"TWIN LAKES, MI",43.3628,-86.1648
"HAYWARD, CA",37.668821,-122.080796
"DUTTON, MT",47.8477,-111.7153
"ONOWAY, AB",53.706665,-114.18829
"FORT SASKATCHEWAN, AB",53.712857,-113.214894
"LLOYDMINSTER, AB",53.281667,-109.986339
"PENSE, SK",50.415938,-104.982858
"RICHMOND HILL, ON",43.880117,-79.439292
"DES MOINES, IA",41.586865,-93.624949
"RED DEER COUNTY, AB",52.104022,-113.767473
"BOUCHERVILLE, QC",45.60502,-73.452614
"WATERLOO, ON",43.4643,-80.5204
"VISTA, CA",33.202128,-117.242479
"OTAY MESA, CA",32.562883,-116.987834
"ETOBOCOKE, ON",43.6205,-79.5132
"ST-LOUIS SUR RICHELIEU, QC",45.8532,-72.9782
"AMHERST JUNCTION, WI",44.468863,-89.312614
"SAINT CONSTANT, QC",45.3792,-73.5645
"SAINT LEONARD, QC",45.5831,-73.5807
"LAS VEGAS, NV",36.167256,-115.148516
"VARENNES, QC",45.681,-73.4375
"SAINT LAURENT, QC",45.5023,-73.7061
"PULASKI, WI",44.6722,-88.2426
"WORTHINGTON, IA",43.620506,-95.595643
"RUTHVEN, ON",42.0592,-82.6726
"GRAND PRAIRIE, AB",55.1707,-118.7885
"OAKDALE, CA",37.7666,-120.847
"OKLAHOMA CITY, OK",35.472989,-97.517054
"WOLF POINT, MT",48.090574,-105.640557
"SEAGOVILLE, TX",32.644792,-96.541861
"STREETSVILLE, ON",43.57619,-79.708974
"INNISFAIL, AB",52.0274,-113.9501
"SAINT-ALBAN, QC",46.7166,-72.0786
"ROSEMOUNT, MN",44.739187,-93.12611
"PICKERING, ON",43.835765,-79.090576
"PHOENIX, AZ",33.448437,-112.074141
"TOPEKA, KS",39.049011,-95.677556
"DENVER, CO",39.739236,-104.984862
"PRAIRIE VIEW, TX",30.085792,-95.990706
"SAINT ALBERT, AB",53.6539,-113.6293
"BRYANT, WI",45.2079,-89.0239
"DUBLIN, TX",32.0851,-98.342
"SUNNYVALE, CA",37.36883,-122.036349
"ROME, NY",43.2128,-75.4557
"EL DORADO, CA",38.757414,-120.527613
"BLAINVILLE, QC",45.67932,-73.87619
"CECIL, WI",44.81,-88.4523
"SACRAMENTO, CA",38.581061,-121.493895
"DUCHESS, AB",50.730567,-111.905531
"HALTON HILLS, ON",43.64701,-80.017604
"ETOBICIKE, ON",43.6205,-79.5132
"CALMAR, AB",53.265,-113.8055
"DEVRNS, MA",42.5455,-71.6139
"LATHROP, CA",37.822705,-121.27661
"WHITTIER, CA",33.974914,-118.033866
"MANSFIELD, MA",42.0335,-71.2191
"EARLSBORO, OK",35.267573,-96.803354
"COMANCHE, OK",34.369,-97.9639
"DALLAS, TX",32.776272,-96.796856
"BROWNSBURG, IN",39.843695,-86.397012
"MIAMI, OK",36.8745,-94.8775
"DOUGLAS, MA",42.0543,-71.7394
"BURNABY, BC",49.24338,-122.972545
"VANCOUVER, BC",49.260872,-123.113952
"SAN NICOLAS, NL",25.7482,-100.2845
"MARKHAM, ON",43.856371,-79.337682
"MONTREAL, PQ",45.503182,-73.569806
"ST LAURENT, QC",45.5023,-73.7061
"VAUGHAN, ON",43.794154,-79.526802
"SILAO, GJ",20.9521,-101.4282
"TULSA, OK",36.156312,-95.992752
"STANFORD, MT",47.1535,-110.2185
"OGDEN, UT",41.223005,-111.973843
"SURING, WI",44.999155,-88.372046
"EUREKA, CA",40.790687,-124.167375
"MAPLE CREEK, SK",49.905692,-109.480022
"CLAIRMONT, AB",55.262328,-118.790671
"REDWOOD CITY, CA",37.486324,-122.232523
"PEORIA, IL",40.693861,-89.589101
"VEGREVILLE, AB",53.5,-112.05
"NORTH LITTLE ROCK, AR",34.769536,-92.267094
"WEST HATFIELD, MA",42.370922,-72.637034
"ANJOU, PQ",45.6123,-73.5553
"ASHEBORO, NC",35.707915,-79.813645
"ROCK CITY, IL",42.4133,-89.4682
"WALLACEBURG, ON",42.5926,-82.3883
"NEEDHAM HEIGHTS, MA",42.293443,-71.235971
"WELLS, NV",41.1116,-114.9645
"SACRMENTO, CA",38.5781,-121.4944
"TIPTON, IN",40.289915,-86.058442
"CARSON, CA",35.363656,-101.33539
"SULPHUR SPRINGS, TX",33.138489,-95.601014
"BROOKLYN PARK, MN",45.100481,-93.344358
"ST CLOUD, MN",45.561608,-94.1642
"DUBUQUE, IA",42.500624,-90.664799
"ENFIELD, CT",41.978939,-72.575511
"CROMWELL, MN",46.6808,-92.8841
"WEST BEND, WI",43.425278,-88.183428
"QUEENSVILLE, ON",44.1403,-79.4532
"GONZALES, TX",29.443655,-97.510864
"GREENSBURG, KS",37.6028,-99.2926
"WOODBURN, OR",45.143731,-122.855373
"POSEYVILLE, IN",38.170044,-87.783083
"ALBUQUERQUE, NM",35.084103,-106.650985
"SANDUSKY, OH",41.295156,-83.155544
"SWANSEA, MA",41.7482,-71.1896
"TYLER, TX",32.35126,-95.301062
"CASTLEGAR, BC",49.316171,-117.663574
"COATICOOK, QC",45.133417,-71.803479
"WHITEHORSE, YT",60.721571,-135.054932
"CORPUS CHRISTI, TX",27.76353,-97.403319
"VESPER, WI",44.48332,-89.967898
"HASTINGS, NE",40.5863,-98.3899
"ST CONSTANT, QC",45.3792,-73.5645
"ROME, GA",34.257,-85.1647
"DUBLIN, CA",37.7101,-121.927
"HILLSBORO, WI",43.6522,-90.344
"GRAND MARSH, WI",43.886918,-89.706236
"NORTH SIOUX, SD",42.5272,-96.483
"KINGS MOUNTAIN, NC",35.245061,-81.341052
"YORK, PA",39.9626,-76.7277
"SAN FERNANDO, CA",34.2819,-118.439
"SAINT-JEROME, QC",45.7754,-74.0049
"CARLETON, MI",42.0592,-83.3908
"RED OAK, IA",32.51171,-96.808363
"EUSTIS, FL",28.852767,-81.685353
"GALESBURG, MI",42.2887,-85.4181
"FORT LUPTON, CO",40.084705,-104.813027
"SALEM, UT",40.053,-111.6735
"BALAMORHEA, TX",30.9843,-103.7446
"COLOMBIA, NL",27.7045,-99.761
"TIJUANA, BS",32.53174,-117.019529
"VIROQUA, WI",43.556917,-90.888741
"ELK GROVE VILLAGE, IL",42.008798,-87.941461
"METHUEN, MA",42.726202,-71.190892
"SCOTTSVILLE, KY",36.7534,-86.1905
"MINNEAPOLIS, MN",44.9773,-93.265469
"DURHAM, NC",35.994,-78.8986
"EAST BOSTON, MA",42.371818,-71.028151
"CANBY, OR",45.2627,-122.6957
"OKLAHOMA, OK",34.955082,-97.268406
"EASTVALE, CA",33.974707,-117.566541
"MORROW, GA",33.5832,-84.3394
"EAST CANTON, OH",40.787281,-81.28261
"WEYAUWEGA, WI",44.32137,-88.933723
"BURLESON, TX",32.5421,-97.3208
"INVERMERE, BC",50.504853,-116.030206
"CUYAHOGA FALLS, OH",41.136273,-81.482812
"MONCTON, NB",46.098568,-64.800427
"PACOIMA, CA",34.262502,-118.427027
"SHERWOOD, OR",45.3569,-122.8411
"INDIANAPOLIS, IN",39.768333,-86.15835
"CANDIAC, QC",45.386795,-73.516382
"SCHERTZ, TX",29.564162,-98.26957
"SKOKIE, IL",42.026297,-87.752107
"MONTREAL-NORD, QC",45.593899,-73.637606
"HIGH LEVEL, AB",58.511536,-117.143876
"FORT ST JOHN, BC",56.252404,-120.846943
"SPRINGFIELD, MO",37.209,-93.2923
"MONTERREY, NL",25.680202,-100.315258
"SOUTH DENNIS, MA",41.689555,-70.156408
"GILROY, CA",37.006508,-121.563172
"MORGAN HILL, CA",37.130408,-121.654497
"HAMPTON, ON",43.9713,-78.746
"PROVIDENCE, RI",41.823989,-71.412834
"FOREST PARK, IL",41.879499,-87.8137
"GRAFTON WI, WI",43.319727,-87.953423
"COLEMAN, WI",45.065,-88.0343
"FORTH WORTH, TX",32.753177,-97.332746
"ALTOONA, IA",41.6436,-93.4751
"COLONIA AGRICIL, DF",19.4,-99.13
"SPRING GREEN, WI",43.176937,-90.068048
"ST-HYACINTHE, QC",45.627484,-72.940636
"POWAY, CA",32.962823,-117.035864
"FORT DAVIS, TX",30.589164,-103.894959
"CARROLLTON, TX",32.953735,-96.890282
"FLETCHER, NC",35.4307,-82.5012
"MADISON, WI",43.074761,-89.383761
"RANCHO CORDOVA, CA",38.589072,-121.302728
"TIJUANA, BJ",32.53174,-117.019529
"NIPIGON, ON",49.015592,-88.261066
"LONDON, KY",37.129,-84.0833
"NOBLESVILLE, IN",40.045592,-86.008595
"HUGO, MN",45.159967,-92.993273
"SPRINGFIELD, OH",39.799017,-89.643957
"EDGERTON, AB",52.7602,-110.4586
"GREENBAY, WI",44.5133,-88.0133
"KIMPER, KY",37.497048,-82.350422
"AURORA, CO",39.7294,-104.8319
"MARSHALL, WI",42.037813,-92.99157
"SUN PRAIRIE, WI",43.183458,-89.213436
"VILLAHERMOSA, TA",17.988466,-92.936633
"PHAR, TX",26.1948,-98.1836
"ELGIN, IL",42.03726,-88.281099
"COLUMBIA STATION, OH",41.313,-81.9468
"MONTICELLO, MN",45.3055,-93.7941
"MCLEAN, IL",40.463179,-88.819661
"COALDALE, AB",49.728,-112.6227
"TOLUCA, MX",19.292545,-99.656901
"HOOPESTON, IL",40.467259,-87.668357
"DARBY, PA",39.918446,-75.259072
"HODGKINS, IL",41.768921,-87.857835
"CD JUAREZ, CI",19.43327,-99.147684
"GOMEZ PALACIO, DG",25.573247,-103.494779
"BURNSVILLE, MN",44.767057,-93.277389
"CAUTITLAN IZCA, EM",19.64388,-99.21598
"LASALLE MONTREAL, QC",45.432514,-73.629267
"OWATONNA, MN",44.083994,-93.226108
"FARMINGTON, MN",44.640243,-93.14355
"REVELSTOKE, BC",50.998045,-118.195671
"SPRINGFIELD, MA",42.1015,-72.5898
"MEXICO, DF",19.43263,-99.133178
"GIDDINGS, TX",30.18305,-96.936611
"WIMINGTON, CA",33.7912,-118.2633
"MADISONVILLE, TX",30.949869,-95.912777
"PENDLETON, SC",34.6518,-82.7838
"MOORESVILLE, IN",39.6128,-86.3742
"HOLLY, MI",42.791973,-83.627725
"YELLOWKNIFE, NT",62.454081,-114.377385
"ROCKAWAY, NJ",40.90121,-74.514323
"ST LEONARD, QC",45.5831,-73.5807
"RICHMOND, CA",37.9358,-122.3477
"MARATHON, WI",44.891404,-89.77481
"DOUGLAS, GA",31.5088,-82.8499
"ORIENT, OH",39.8057,-83.1522
"EL SUGUNDO, CA",33.9192,-118.4165
"HENDERSON, CO",39.9202,-104.8661
"CEDAR RAPIDS, IA",41.975887,-91.670405
"HOWARD, PA",41.0142,-77.6581
"JOHNSROWN, NY",43.0067,-74.3676
"GLENCOE, MN",44.769,-94.1518
"HILLSBORO, ND",47.4039,-97.062
"YAMHILL, OR",45.22984,-123.218041
"MILWUAKEE, WI",43.0389,-87.9065
"ST MADELEINE, QC",45.5953,-73.0957
"WOODSTOCK, ON",43.1315,-80.7472
"REXDALE, ON",43.721362,-79.565513
"MONTGOMERY, IL",41.7306,-88.3459
"AUSTIN, MN",43.6666,-92.9746
"STUART, FL",27.1975,-80.2528
"THUNDER BAY NORTH, ON",48.435513,-89.216558
"THORP, WI",44.961078,-90.799859
"HUNTIGRON BEACH, CA",33.6595,-117.9988
"SAKATOON, SK",52.1579,-106.6702
"HUBBARD, OR",45.1823,-122.8079
"LINCOLN, NE",40.808886,-96.707775
"SOUTH ST PAUL, MN",44.890669,-93.037281
"CHILLIWACK, BC",49.170979,-121.95255
"MONTROSE, CO",38.437539,-108.240386
"SCHENECTADY, NY",42.814243,-73.939569
"AYR, ON",43.2855,-80.4508
"NEW BERLIN, WI",42.976453,-88.109039
"NEW HAMPTON, IA",43.059421,-92.318116
"TEMPE, AZ",33.425512,-111.940016
"MC BAIN, MI",44.1936,-85.2134
"COBURG, OR",44.1371,-123.0665
"LINDON, UT",40.343286,-111.72076
"SAINT-LEONARD, QC",45.5831,-73.5807
"UTICA, MI",42.6261,-83.0335
"OWEN, WI",44.9486,-90.5643
"KINSTON, NC",35.262664,-77.581635
"WESTFIELD, IN",40.0427,-86.1277
"ST. THOMAS, ON",42.7777,-81.1827
"BALGONIE, SK",50.489276,-104.266906
"NELSON, BC",49.4928,-117.2948
"UNION CITY, CA",37.5934,-122.0439
"KINGSVILLE ONTARIA, ON",42.0379,-82.7396
"LE CENTER, MN",44.38941,-93.730234
"VERSAILLES, KY",38.0526,-84.7299
"STEVENSBURG, VA",39.300932,-79.795624
"CALGARY, CA",51.045606,-114.057541
"STE-MAUGUERITE MERCIER, QC",46.029999,-74.050003
"MOLTON, ON",43.5183,-79.8774
"CHANDLER, AZ",33.306203,-111.841185
"CLEAR LAKE, IA",43.137075,-93.381364
"DUART, ON",42.4999,-81.7511
"FRANKLIN PK, IL",41.935308,-87.865618
"ARLINGTON, TX",32.735582,-97.107119
"JEFFERSON, WI",43.0056,-88.8073
"PENTICTON, BC",49.500327,-119.593249
"CAGLARY, AB",51.0447,-114.0719
"AUBURNDALE, FL",28.065342,-81.788864
"ELBERT, CO",39.313882,-104.086897
"SWIFT CURRENT, SK",50.284914,-107.79845
"SAINT MARIE, QC",46.439,-71.0213
"LIVERMORE, CA",37.682058,-121.768053
"VARENNES, PQ",45.681,-73.4375
"FALMOUTH, MI",44.2437,-85.0876
"AMHERSTBURG, ON",42.101309,-83.10868
"WEST COLUMBIA, SC",33.9935,-81.074
"LA BROQUERIE, MB",49.395895,-96.511179
"DAKOTA, IL",42.3886,-89.5262
"ROMEOVILLE, IL",41.647531,-88.089506
"ZAPOPAN, JAL",20.72112,-103.391367
"CHAMBLY, QC",45.4409,-73.3016
"HUBALTA, AB",51.035669,-113.954589
"LOS ALAMITOS, CA",33.803886,-118.077243
"MENDOTA, IL",41.5473,-89.1176
"MONTERREY, NLE",25.680202,-100.315258
"DEBERT, NS",45.437728,-63.458553
"RENO, NV",39.526121,-119.812658
"MOORETOWN, ON",42.8418,-82.4617
"WELLAND, ON",42.992218,-79.248419
"SPENCER, WI",44.7577,-90.2968
"ROUND NECK, TX",40.290675,-74.215959
"KINGMAN, AZ",35.1894,-114.053
"STOUGHTON, WI",42.916739,-89.2179
"DRYDEN, ON",42.490905,-76.297155
"GIMLI, MB",50.632312,-96.988108
"MOOSOMIN, SK",50.144379,-101.669059
"LA CRETE, AB",58.19095,-116.395711
"WELLSVILLE, PA",40.0515,-76.9366
"ESTEVAN, SK",49.142808,-102.991075
"HERSHEY, PA",40.285488,-76.6506
"CORMAN PARK, SK",52.26062,-106.790216
"BARRIE, ON",44.389321,-79.69013
"LAC DU BONNET, MB",50.254898,-96.062136
"MOOSE JAW, AB",50.401515,-105.542908
"SOUTH HOLLAND, IL",41.600868,-87.606989
"SMITHERS, BC",54.779207,-127.176099
"TERREBONNE, QC",45.693,-73.6331
"LÉVIS, QC",46.803311,-71.177879
"SPARWOOD, BC",49.733269,-114.885847
"BLAIR, NE",41.5447,-96.1351
"WACO, TX",31.54919,-97.147463
"DES PLAINES, IL",42.041582,-87.887392
"SAINT CLOUD, MN",45.5579,-94.1632
"GRAND FORKS, BC",49.0335,-118.4389
"WOODRIDGE, IL",41.756334,-88.045559
"SAN FRANCISCO, CA",37.779259,-122.419329
"WINDSOR, WI",42.285854,-82.97807
"DENVER, PA",40.2331,-76.1372
"BECKER, MN",46.929824,-95.676185
"SHAKOPEE, MN",44.798019,-93.526899
"NORTH KANSAS CITY, MO",39.143206,-94.573399
"GRAND FORKS, ND",47.925204,-97.030674
"OLD FORT, OH",41.24,-83.1495
"HANOVER, MD",39.1955,-76.7228
"ARTHUR, ON",43.8325,-80.5378
"SUREEY, BC",49.1913,-122.849
"TRAIL, BC",49.09453,-117.709766
"VOORHEES TOWNSHIP, NJ",39.851216,-74.961978
"MAUSTON, WI",43.796854,-90.075677
"VALMEYER, IL",38.305377,-90.300154
"LISTOWEL ONTARIO, ON",43.731593,-80.952882
"SAINT JOSEPH, MO",39.768605,-94.846632
"KUNA, ID",43.491831,-116.420122
"BENITO JUAREZ, NL",25.6516,-100.1059
"BAYONNE, NJ",40.6551,-74.129
"COLOMBIA, NLE",27.7045,-99.761
"HARVARD, IL",42.4222,-88.6137
"STURGEON CITY, AB",53.767,-113.167
"WESTCHESTER TOWNSHIP, OH",39.3321,-84.4173
"MARS HILL, ME",46.514989,-67.866879
"SELMA, TX",29.5867,-98.3029
"YORK, ON",43.6957,-79.4504
"EAST GWILLIMBURY, ON",44.143508,-79.411906
"LAC LA BICHE, AB",55.246786,-111.835492
"TUPELO, MS",34.257607,-88.703386
"ST HYACINTHE, QC",45.627484,-72.940636
"COMMERCE CITY, CO",39.80832,-104.933868
"LEMOORE, CA",36.300649,-119.782712
"CRESTON, BC",49.0955,-116.5135
"STETTLER, AB",52.3235,-112.7192
"LEBANON, IN",40.0483744,-86.4691677
"VAUDREUIL DORION, QC",45.3971509,-74.0254577
"ROSENBERG, TX",29.5571825,-95.8085623
"CHILLWACK, BC",49.1514286,-122.0257573
"RINCON, GA",32.2960289,-81.2353905
"RAILTO, CA",34.1064,-117.3703
"RIALTO, CA",34.1064,-117.3703
"BELOEIL, QC",45.5643183,-73.2040066
"CHESTER, VA",37.3497855,-77.43882114249845
"TABER, AB",49.8895343,-112.0488074
"SAINT-HYACINTHE, QC",45.627484,-72.940636
"DRUMMONDVILLE, QC",45.8864303,-72.5018764
"ALDERGROVE, BC",49.0596635,-122.4922381
"PALMYRA, PA",40.3088578,-76.5932369
"EXSHAW, AB",51.060621,-115.1594958
"SOUTH HAVEN, MI",42.4031,-86.2736
"ZEHNER, SK",50.566667,-104.45
"GLOUCESTER CITY, NJ",39.8918622,-75.1161897
"DALTON, GA",34.7691867,-84.9702475
"ADAIRDVILLE, GA",34.3687,-84.9341
"ADAIRSVILLE, GA",34.3687,-84.9341
"LUDINGTON, MI",43.9555406,-86.4477416
"ORRVILLE, OH",40.8436664,-81.7640212
"WALBRIDGE, OH",41.5795195,-83.4924358983687
"BYRON CENTER, MI",42.81928795,-85.72791602258194
"ROCKY MOUNT, VA",36.9962007,-79.8909474
"ALBURTIS, PA",40.5114787,-75.6036993
"HURON, OH",41.1305303,-82.591828
"OAK CREEK, WI",42.898729,-87.9177966
"PARIS, TX",33.6617962,-95.555513
"BENSENVILLE, IL",41.9538384,-87.9431781
"KENOSHA, WI",42.5846773,-87.8212263
"AVON, OH",41.4516512,-82.0350598
"SAINT ELIE DE CAXTON, QC",46.491065,-72.960205
"SAINT DAMASE, QC",45.5251,-73.0073
"BERTHEIRVILLE, QC",46.0835,-73.1848
"THREE HILLS, AB",51.7024122,-113.268475
"BREESE, IL",38.6106338,-89.5259341
"DELISLE, SK",51.9230936,-107.1354
"HUDSON, OH",41.240056,-81.440667
"BEAUHARNOIS, QC",45.3139778,-73.875834
"FERNIE, BC",49.5041747,-115.062867
"URBANCREST, OH",39.8975632,-83.0868531
"TRENTON, ON",44.1019126,-77.57539
"PARKESBURG, PA",39.9587161,-75.9193928
"KINGSTON, ON",44.3054151,-76.4283781
"LOS ANGELS, CA",34.0536909,-118.242766
"LONGUEUIL, QC",45.521906,-73.4644578
"ST. PIE DE BAGOT, QC",45.502,-72.9024
"SPANISH SPRINGS, NV",39.647037,-119.67411012474948
"WINDSOR, ON",42.2858536,-82.9780695
"MOORPARK, CA",34.285558,-118.8820414
"SAINT-DAMASE, QC",45.5251,-73.0073
"KANSAS CITY, MO",39.100105,-94.5781416
"SIMCO, ON",42.8373,-80.304
"SIMCOE, ON",42.8373,-80.304
"WOODWAY, TX",31.5059105,-97.2050856
"THORNTON, IL",41.5725811,-87.6095281
"NUEVO LEON, MTY",25.7768627,-100.1065103024436
"COLOMA, MI",42.1861494,-86.308356
"SAINT CATHARINES, ON",43.1579812,-79.2441003
"GLOUCESTER, ON",45.3583853,-75.57073113927936
"SAINT-HUBERT, QC",45.5042755,-73.4216976
"DORVAL, QC",45.4453082,-73.7510888
"ST. CLOUD, MN",45.5616075,-94.1642004
"DRUMHELLER, AB",51.4169325,-112.6402382
"ADDISON, NY",42.1051571,-77.2340584
"BLACKSTONE, VA",37.080428,-77.9972259
"LOS ANGLES, CA",33.80445105,-118.01547139491085
"ARROYO GRANDE, CA",35.1235374,-120.5785796
"COPPELL, TX",32.9552598,-97.0155703
"GRANITE CITY, IL",38.7014389,-90.1487199
"STRAFFORDVILLE, ON",42.7487157,-80.7778038
"PUEBLA, PUE",19.0437196,-98.1981486
"DAYTON, OH",39.7589478,-84.1916069
"MARKDALE, ON",44.31869,-80.648575
"TREVOSE, PA",40.1392766,-74.9810019
"OKA, PQ",45.4651,-74.0799
"MENOMONIE, WI",44.8765289,-91.9278716
"CANTON, MA",42.1584324,-71.1447732
"ELIE, MB",49.9011596,-97.7578806
"FRANKLIN PARK, IL",41.9353084,-87.865618
"HURON, CA",36.2027,-120.1029
"EMMETT, MI",45.6419,-84.9769
"SHARON, MA",42.1237328,-71.1787282
"NEW CASTLE, DE",39.6159851,-75.662956
"VAN BUREN, IN",40.6172654,-85.5046957
"MADERA, CA",37.1716264,-119.7737991
"SACRE COEUR, QC",48.233363,-69.800262
"CAMBRIDGE, OH",40.031183,-81.5884561
"PLAQUEMINE, LA",30.2840655,-91.2370772
"INSTITUTE, WV",38.3836097,-81.7654665
"PORT COLBORNE, ON",42.8862392,-79.2513905
"NEWMAN, CA",37.3139487,-121.0204222
"DE SOTO, KS",38.9791708,-94.9685784
"SPRINGTOWN, TX",32.9659566,-97.6836384
"CRYSTAL SPRINGS, MS",31.9871757,-90.356182
"EDISON, NJ",40.518157,-74.4113926
"HAZLE TOWNSHIP, PA",40.9564709,-76.0561726801555
"WAVERLY, FL",27.9789109,-81.6139657
"GREEN RIVER, WY",41.5290933,-109.466473
"ROGERSVILLE, TN",36.407317,-83.0054423
"CASA GRANDE, AZ",32.8772834,-111.7536818
"TIFTON, GA",31.4549719,-83.5108284
"SCHUYLER, NE",41.4473547,-97.0572541
"CARLISLE, IA",41.4986831,-93.4867511
"FRESNO, TX",29.5388465,-95.4474414
"EDWARDSVILLE, IL",38.8114364,-89.953157
"BREINIGSVILLE, PA",40.53769338466426,-75.63517753192541
"SHIREMANSTOWN, PA",40.2219865,-76.95570454869696
"CANDLER, NC",35.5444359,-82.6838032
"BATON ROUGE, LA",30.4494155,-91.1869659
